seq	kingdom	phylum	class	order	family	genus	species
seq_4764	1.00	0.90	0.43	0.30	0.30	0.30	0.30
seq_4765	1.00	0.80	0.72	0.18	0.15	0.15	0.11
seq_4768	1.00	0.48	0.13	0.13	0.13	0.05	0.05
seq_4769	1.00	0.82	0.18	0.04	0.04	0.04	0.04
seq_4770	0	NA	NA	NA	NA	NA	NA
seq_4774	1.00	0.92	0.55	0.29	0.29	0.26	0.01
seq_4776	1.00	0.88	0.25	0.14	0.02	0.02	0.02
seq_4775	1.00	0.99	0.80	0.49	0.08	0.02	0.02
seq_4777	1.00	1.00	0.40	0.36	0.36	0.36	0.36
seq_4780	1.00	1.00	0.99	0.95	0.85	0.55	0.55
seq_4772	1.00	1.00	1.00	1.00	0.99	0.91	0.53
seq_5003	1.00	0.98	0.28	0.23	0.23	0.23	0.04
seq_4960	1.00	0.52	0.52	0.24	0.01	0.01	0.01
seq_0696	1.00	1.00	0.16	0.09	0.08	0.08	0.08
seq_1853	1.00	1.00	0.78	0.16	0.16	0.15	0.13
seq_1961	1.00	0.99	0.90	0.54	0.13	0.13	0.13
seq_2038	1.00	0.96	0.18	0.03	0.03	0.03	0.03
seq_1962	1.00	0.84	0.84	0.22	0.15	0.10	0.01
seq_4782	1.00	0.98	0.82	0.82	0.62	0.62	0.62
seq_1958	1.00	0.47	0.47	0.36	0.22	0.21	0.18
seq_4785	0	NA	NA	NA	NA	NA	NA
seq_4783	1.00	0.94	0.81	0.23	0.04	0.02	0.01
seq_4789	1.00	0.92	0.45	0.42	0.42	0.42	0.42
seq_4786	1.00	1.00	0.43	0.25	0.25	0.24	0.18
seq_4787	1.00	0.94	0.93	0.43	0.27	0.27	0.27
seq_4790	1.00	0.97	0.19	0.11	0.11	0.11	0.11
seq_4792	1.00	1.00	0.98	0.98	0.95	0.90	0.14
seq_4794	0	NA	NA	NA	NA	NA	NA
seq_4795	0	NA	NA	NA	NA	NA	NA
seq_4791	1.00	0.64	0.64	0.21	0.21	0.03	0.03
seq_4793	1.00	0.96	0.43	0.05	0.03	0.03	0.03
seq_4797	1.00	0.90	0.90	0.45	0.45	0.45	0.45
seq_4798	1.00	0.82	0.82	0.77	0.59	0.40	0.40
seq_4801	1.00	0.57	0.57	0.16	0.16	0.06	0.05
seq_4802	1.00	0.99	0.99	0.99	0.68	0.21	0.21
seq_4807	1.00	0.95	0.59	0.38	0.38	0.38	0.16
seq_4805	1.00	0.94	0.27	0.23	0.07	0.01	0.01
seq_4804	1.00	0.69	0.39	0.39	0.39	0.38	0.30
seq_4803	1.00	0.98	0.42	0.30	0.24	0.24	0.24
seq_4808	1.00	0.40	0.36	0.07	0.01	0.01	0.01
seq_4810	1.00	0.57	0.14	0.10	0.10	0.04	0.04
seq_4812	1.00	0.98	0.34	0.19	0.19	0.19	0.19
seq_4809	1.00	0.67	0.05	0.05	0.05	0.05	0.05
seq_4814	1.00	0.56	0.39	0.25	0.06	0.02	0.02
seq_5220	1.00	0.03	0.02	0.02	0.02	0.02	0.01
seq_1868	1.00	1.00	0.90	0.48	0.48	0.32	0.32
seq_5226	1.00	0.44	0.43	0.18	0.02	0.02	0.01
seq_4815	1.00	0.72	0.21	0.03	0.03	0.03	0.03
seq_1883	1.00	0.98	0.98	0.59	0.59	0.59	0.59
seq_4817	1.00	1.00	0.73	0.58	0.09	0.09	0.09
seq_4819	1.00	1.00	0.98	0.98	0.95	0.91	0.51
seq_4820	0	NA	NA	NA	NA	NA	NA
seq_4823	0	NA	NA	NA	NA	NA	NA
seq_4821	1.00	0.04	0.04	0.04	0.04	0.03	0.03
seq_4824	1.00	0.93	0.62	0.12	0.07	0.06	0.06
seq_4826	1.00	1.00	0.08	0.06	0.06	0.06	0.06
seq_4828	1.00	0.98	0.92	0.22	0.22	0.22	0.09
seq_4834	0	NA	NA	NA	NA	NA	NA
seq_4833	1.00	0.95	0.87	0.33	0.22	0.22	0.19
seq_4832	1.00	0.49	0.41	0.01	0.01	0.01	0.01
seq_4831	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4835	1.00	0.96	0.11	0.02	0.02	0.02	0.02
seq_4836	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4840	0	NA	NA	NA	NA	NA	NA
seq_4838	1.00	0.99	0.78	0.39	0.39	0.39	0.01
seq_4837	1.00	0.94	0.06	0.02	0.02	0.02	0.02
seq_4839	1.00	0.97	0.20	0.14	0.14	0.06	0.01
seq_4841	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4843	1.00	1.00	1.00	1.00	0.78	0.45	0.34
seq_4842	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4844	1.00	1.00	1.00	1.00	1.00	1.00	0.14
seq_4845	1.00	0.52	0.52	0.12	0.09	0.09	0.09
seq_4848	1.00	1.00	0.71	0.36	0.09	0.06	0.06
seq_4847	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4849	1.00	1.00	1.00	1.00	1.00	0.91	0.79
seq_4846	1.00	0.78	0.45	0.37	0.24	0.05	0.05
seq_4851	0	NA	NA	NA	NA	NA	NA
seq_4852	1.00	0.96	0.06	0.06	0.04	0.03	0.01
seq_4853	1.00	0.85	0.18	0.03	0.03	0.02	0.02
seq_2018	0	NA	NA	NA	NA	NA	NA
seq_1957	1.00	1.00	0.93	0.44	0.33	0.33	0.33
seq_1807	1.00	0.81	0.10	0.02	0.02	0.01	0.01
seq_1806	1.00	0.43	0.40	0.12	0.02	0.01	0.01
seq_1975	1.00	0.70	0.61	0.20	0.03	0.01	0.01
seq_1969	1.00	0.85	0.85	0.38	0.28	0.09	0.08
seq_4855	1.00	0.67	0.51	0.31	0.07	0.03	0.01
seq_4854	1.00	0.88	0.88	0.54	0.33	0.09	0.09
seq_4857	1.00	0.97	0.85	0.32	0.05	0.05	0.05
seq_4860	1.00	0.98	0.40	0.12	0.12	0.08	0.08
seq_4858	1.00	0.63	0.30	0.02	0.02	0.02	0.01
seq_4862	1.00	0.96	0.35	0.23	0.23	0.23	0.23
seq_4865	1.00	0.97	0.97	0.62	0.04	0.04	0.04
seq_4859	1.00	1.00	1.00	1.00	1.00	1.00	0.51
seq_4867	1.00	0.66	0.52	0.27	0.08	0.01	0.01
seq_4866	1.00	0.69	0.69	0.13	0.10	0.05	0.02
seq_4868	0	NA	NA	NA	NA	NA	NA
seq_4869	0	NA	NA	NA	NA	NA	NA
seq_4871	1.00	0.59	0.54	0.16	0.01	0.01	0.01
seq_4873	1.00	1.00	0.98	0.26	0.26	0.26	0.26
seq_4872	1.00	0.98	0.08	0.08	0.08	0.08	0.08
seq_4875	1.00	0.94	0.18	0.13	0.03	0.03	0.02
seq_4880	0	NA	NA	NA	NA	NA	NA
seq_4877	1.00	1.00	0.12	0.02	0.02	0.02	0.01
seq_4879	1.00	1.00	0.35	0.16	0.16	0.14	0.14
seq_4878	1.00	0.97	0.88	0.85	0.39	0.14	0.02
seq_4881	0	NA	NA	NA	NA	NA	NA
seq_4882	1.00	0.94	0.24	0.19	0.19	0.18	0.13
seq_4883	1.00	0.35	0.35	0.35	0.34	0.34	0.34
seq_4884	1.00	0.70	0.59	0.22	0.18	0.18	0.13
seq_4885	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4887	0	NA	NA	NA	NA	NA	NA
seq_4888	1.00	0.49	0.40	0.11	0.06	0.02	0.02
seq_4890	1.00	0.93	0.42	0.27	0.27	0.27	0.01
seq_4889	1.00	0.67	0.65	0.49	0.01	0.01	0.01
seq_4892	0	NA	NA	NA	NA	NA	NA
seq_4891	1.00	0.68	0.46	0.01	0.01	0.01	0.01
seq_1304	1.00	0.99	0.88	0.16	0.11	0.11	0.07
seq_1998	1.00	1.00	0.66	0.47	0.30	0.30	0.30
seq_5084	1.00	0.19	0.06	0.06	0.06	0.06	0.06
seq_5000	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_2012	1.00	0.58	0.58	0.58	0.22	0.22	0.22
seq_2075	0	NA	NA	NA	NA	NA	NA
seq_2048	1.00	0.97	0.27	0.22	0.22	0.22	0.22
seq_4896	1.00	0.98	0.24	0.18	0.12	0.04	0.04
seq_4897	0	NA	NA	NA	NA	NA	NA
seq_4900	1.00	1.00	0.88	0.45	0.45	0.45	0.15
seq_4899	1.00	0.90	0.49	0.37	0.19	0.19	0.19
seq_4898	1.00	1.00	0.83	0.31	0.31	0.31	0.24
seq_4901	1.00	1.00	0.26	0.08	0.07	0.06	0.06
seq_4903	1.00	0.92	0.52	0.52	0.52	0.52	0.52
seq_4902	1.00	0.95	0.80	0.36	0.23	0.23	0.23
seq_4905	1.00	0.98	0.30	0.20	0.20	0.19	0.19
seq_4906	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_4908	1.00	1.00	0.85	0.05	0.05	0.05	0.01
seq_4912	1.00	1.00	0.83	0.79	0.79	0.79	0.79
seq_4911	1.00	0.87	0.87	0.55	0.33	0.33	0.11
seq_4914	1.00	0.99	0.81	0.62	0.62	0.62	0.53
seq_4913	0	NA	NA	NA	NA	NA	NA
seq_4910	1.00	0.97	0.96	0.54	0.14	0.01	0.01
seq_4917	1.00	0.90	0.62	0.28	0.05	0.05	0.04
seq_4918	1.00	0.89	0.46	0.17	0.10	0.10	0.05
seq_4915	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4920	1.00	0.92	0.29	0.06	0.06	0.06	0.06
seq_4919	1.00	0.98	0.93	0.61	0.49	0.49	0.10
seq_4922	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4916	1.00	1.00	1.00	1.00	1.00	1.00	0.98
seq_4923	1.00	0.45	0.30	0.12	0.02	0.01	0.01
seq_4924	1.00	1.00	0.96	0.30	0.30	0.30	0.15
seq_1980	1.00	0.98	0.45	0.10	0.10	0.10	0.10
seq_4925	1.00	0.88	0.79	0.34	0.11	0.07	0.07
seq_1930	1.00	0.63	0.11	0.04	0.04	0.04	0.04
seq_4926	1.00	1.00	0.98	0.95	0.94	0.60	0.51
seq_4927	1.00	0.30	0.27	0.04	0.04	0.03	0.03
seq_4928	1.00	0.76	0.73	0.59	0.59	0.59	0.59
seq_4930	1.00	0.81	0.62	0.14	0.02	0.01	0.01
seq_4934	1.00	0.49	0.49	0.49	0.49	0.49	0.49
seq_4929	1.00	0.98	0.98	0.52	0.10	0.07	0.07
seq_4931	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4935	1.00	0.99	0.99	0.97	0.82	0.82	0.82
seq_4936	1.00	0.77	0.77	0.10	0.06	0.04	0.04
seq_4937	1.00	0.69	0.69	0.28	0.07	0.02	0.02
seq_4939	1.00	0.04	0.03	0.03	0.03	0.03	0.03
seq_4943	1.00	1.00	0.59	0.30	0.30	0.30	0.30
seq_4941	1.00	0.06	0.06	0.01	0.01	0.01	0.01
seq_4940	1.00	0.99	0.85	0.43	0.43	0.43	0.14
seq_4948	0	NA	NA	NA	NA	NA	NA
seq_4944	1.00	0.80	0.44	0.19	0.02	0.01	0.01
seq_4946	1.00	0.86	0.39	0.13	0.13	0.13	0.05
seq_4947	1.00	0.06	0.02	0.01	0.01	0.01	0.01
seq_4949	1.00	0.75	0.25	0.03	0.03	0.03	0.01
seq_4950	1.00	1.00	0.82	0.53	0.53	0.53	0.15
seq_4951	1.00	0.93	0.37	0.27	0.27	0.27	0.10
seq_4952	1.00	0.78	0.30	0.28	0.19	0.03	0.03
seq_4953	1.00	0.56	0.56	0.26	0.23	0.23	0.23
seq_4954	1.00	0.91	0.15	0.12	0.10	0.10	0.10
seq_4959	1.00	0.96	0.27	0.15	0.15	0.15	0.15
seq_4961	1.00	1.00	0.96	0.89	0.86	0.86	0.27
seq_4963	1.00	0.97	0.38	0.37	0.37	0.36	0.36
seq_4962	1.00	1.00	0.89	0.35	0.25	0.25	0.06
seq_4965	1.00	0.98	0.34	0.11	0.11	0.11	0.01
seq_4967	1.00	0.98	0.88	0.74	0.64	0.64	0.45
seq_4968	0	NA	NA	NA	NA	NA	NA
seq_4964	1.00	0.17	0.17	0.10	0.03	0.03	0.03
seq_4966	1.00	1.00	1.00	1.00	0.98	0.74	0.74
seq_5014	1.00	0.95	0.95	0.82	0.78	0.25	0.25
seq_1932	1.00	0.99	0.21	0.11	0.11	0.11	0.11
seq_5198	1.00	0.56	0.29	0.29	0.29	0.29	0.29
seq_4971	1.00	0.97	0.92	0.80	0.07	0.05	0.05
seq_4969	0	NA	NA	NA	NA	NA	NA
seq_1954	1.00	0.52	0.10	0.05	0.01	0.01	0.01
seq_1984	1.00	0.99	0.76	0.47	0.47	0.47	0.16
seq_4970	1.00	0.49	0.13	0.10	0.04	0.04	0.04
seq_4973	1.00	0.91	0.16	0.16	0.16	0.15	0.15
seq_4974	1.00	0.12	0.09	0.08	0.08	0.08	0.08
seq_4977	0	NA	NA	NA	NA	NA	NA
seq_4975	1.00	0.95	0.95	0.20	0.07	0.07	0.03
seq_4976	1.00	0.72	0.72	0.35	0.01	0.01	0.01
seq_4978	1.00	0.09	0.08	0.04	0.02	0.02	0.02
seq_4980	1.00	0.89	0.10	0.03	0.03	0.03	0.02
seq_4981	1.00	0.97	0.03	0.02	0.02	0.02	0.02
seq_4982	1.00	0.88	0.88	0.31	0.29	0.28	0.19
seq_4983	1.00	1.00	0.86	0.14	0.14	0.14	0.14
seq_4984	1.00	0.52	0.26	0.26	0.26	0.23	0.23
seq_4986	1.00	0.95	0.31	0.27	0.07	0.06	0.01
seq_4985	1.00	0.74	0.74	0.29	0.28	0.08	0.08
seq_4987	1.00	0.71	0.34	0.26	0.02	0.02	0.02
seq_4988	1.00	0.94	0.74	0.42	0.25	0.16	0.16
seq_4979	1.00	1.00	1.00	1.00	0.59	0.59	0.59
seq_4992	1.00	0.95	0.31	0.31	0.31	0.31	0.31
seq_4990	1.00	1.00	0.95	0.65	0.40	0.40	0.40
seq_4997	1.00	1.00	0.94	0.38	0.38	0.38	0.38
seq_4993	1.00	0.29	0.10	0.01	0.01	0.01	0.01
seq_5068	1.00	0.42	0.42	0.07	0.06	0.03	0.03
seq_4996	1.00	0.12	0.12	0.09	0.09	0.09	0.09
seq_5214	1.00	1.00	0.90	0.78	0.78	0.78	0.78
seq_5223	1.00	0.85	0.17	0.04	0.04	0.04	0.04
seq_1145	1.00	0.94	0.12	0.03	0.03	0.02	0.01
seq_1612	1.00	0.94	0.94	0.94	0.94	0.94	0.94
seq_1986	1.00	0.54	0.18	0.14	0.08	0.06	0.02
seq_1665	1.00	0.74	0.74	0.22	0.09	0.09	0.04
seq_2053	1.00	1.00	1.00	0.98	0.84	0.79	0.79
seq_5005	0	NA	NA	NA	NA	NA	NA
seq_5002	1.00	0.70	0.70	0.22	0.05	0.05	0.05
seq_5004	1.00	1.00	1.00	1.00	1.00	1.00	0.69
seq_5006	1.00	0.88	0.78	0.31	0.16	0.16	0.03
seq_5007	1.00	0.58	0.58	0.18	0.04	0.01	0.01
seq_5008	1.00	0.86	0.37	0.12	0.12	0.08	0.01
seq_5010	0	NA	NA	NA	NA	NA	NA
seq_5009	1.00	0.96	0.48	0.17	0.16	0.16	0.16
seq_5011	1.00	0.97	0.38	0.14	0.14	0.14	0.14
seq_5012	1.00	0.61	0.12	0.12	0.12	0.04	0.01
seq_5015	1.00	0.99	0.35	0.07	0.03	0.03	0.03
seq_5016	1.00	0.91	0.62	0.59	0.59	0.59	0.59
seq_5013	1.00	0.33	0.30	0.16	0.03	0.02	0.01
seq_5019	1.00	0.86	0.29	0.20	0.20	0.20	0.20
seq_5017	1.00	0.21	0.21	0.21	0.03	0.03	0.03
seq_5021	1.00	0.76	0.29	0.11	0.05	0.04	0.02
seq_5020	1.00	0.85	0.85	0.21	0.16	0.03	0.02
seq_5022	1.00	1.00	0.92	0.13	0.13	0.12	0.12
seq_5023	0	NA	NA	NA	NA	NA	NA
seq_5025	1.00	1.00	0.96	0.82	0.75	0.75	0.75
seq_5026	1.00	1.00	0.18	0.12	0.11	0.11	0.11
seq_5024	1.00	0.97	0.97	0.97	0.97	0.97	0.97
seq_5027	1.00	0.94	0.62	0.60	0.35	0.34	0.06
seq_5028	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5029	1.00	0.99	0.07	0.02	0.02	0.02	0.02
seq_5031	1.00	0.92	0.28	0.26	0.05	0.05	0.05
seq_5033	1.00	0.91	0.30	0.15	0.12	0.12	0.12
seq_5030	1.00	0.94	0.94	0.94	0.94	0.94	0.07
seq_5038	1.00	0.96	0.21	0.19	0.19	0.16	0.01
seq_5036	1.00	0.95	0.17	0.03	0.03	0.03	0.03
seq_5039	1.00	0.94	0.88	0.28	0.22	0.22	0.22
seq_5041	0	NA	NA	NA	NA	NA	NA
seq_5042	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5043	1.00	0.46	0.46	0.11	0.01	0.01	0.01
seq_5105	1.00	0.69	0.29	0.18	0.12	0.05	0.05
seq_5685	1.00	1.00	0.16	0.16	0.15	0.15	0.15
seq_5147	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5109	1.00	0.83	0.43	0.36	0.26	0.12	0.07
seq_5643	1.00	0.60	0.58	0.40	0.09	0.02	0.02
seq_1990	1.00	1.00	1.00	0.99	0.97	0.97	0.50
seq_2044	1.00	1.00	1.00	0.98	0.97	0.67	0.67
seq_5045	1.00	1.00	0.84	0.16	0.11	0.11	0.01
seq_5044	1.00	0.72	0.72	0.13	0.10	0.09	0.09
seq_5046	1.00	0.90	0.70	0.69	0.02	0.02	0.02
seq_5049	1.00	1.00	0.91	0.48	0.48	0.48	0.16
seq_5048	1.00	1.00	0.95	0.83	0.82	0.76	0.22
seq_5051	0	NA	NA	NA	NA	NA	NA
seq_5050	1.00	1.00	0.28	0.09	0.08	0.01	0.01
seq_5053	1.00	0.94	0.74	0.36	0.11	0.04	0.04
seq_5052	1.00	0.46	0.46	0.15	0.05	0.02	0.02
seq_5055	1.00	0.96	0.39	0.23	0.18	0.18	0.17
seq_5054	1.00	0.94	0.94	0.45	0.03	0.03	0.03
seq_5058	1.00	1.00	0.97	0.27	0.27	0.27	0.27
seq_5056	0	NA	NA	NA	NA	NA	NA
seq_5061	1.00	1.00	0.98	0.59	0.41	0.28	0.14
seq_5059	0	NA	NA	NA	NA	NA	NA
seq_5069	0	NA	NA	NA	NA	NA	NA
seq_5066	1.00	0.99	0.89	0.12	0.12	0.11	0.11
seq_5063	1.00	1.00	1.00	1.00	1.00	1.00	0.99
seq_5070	1.00	1.00	0.41	0.38	0.38	0.34	0.34
seq_5065	1.00	0.71	0.55	0.20	0.01	0.01	0.01
seq_5072	1.00	0.92	0.62	0.47	0.47	0.47	0.35
seq_5071	1.00	0.63	0.58	0.02	0.01	0.01	0.01
seq_5073	1.00	0.68	0.65	0.26	0.04	0.01	0.01
seq_5075	1.00	0.96	0.39	0.20	0.15	0.09	0.09
seq_5077	1.00	1.00	0.56	0.42	0.42	0.42	0.42
seq_5081	0	NA	NA	NA	NA	NA	NA
seq_5078	1.00	0.94	0.19	0.07	0.04	0.04	0.04
seq_5080	1.00	0.94	0.08	0.05	0.05	0.04	0.04
seq_5074	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5083	1.00	0.89	0.30	0.09	0.04	0.04	0.03
seq_5381	1.00	0.68	0.63	0.17	0.16	0.15	0.01
seq_5759	1.00	0.99	0.08	0.05	0.02	0.02	0.02
seq_5085	1.00	0.98	0.95	0.95	0.95	0.70	0.68
seq_2008	1.00	1.00	0.35	0.21	0.03	0.02	0.02
seq_2025	1.00	0.32	0.19	0.15	0.08	0.08	0.02
seq_1999	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5086	1.00	1.00	0.84	0.42	0.16	0.15	0.15
seq_2000	1.00	0.72	0.52	0.15	0.08	0.01	0.01
seq_5088	1.00	0.34	0.34	0.01	0.01	0.01	0.01
seq_5087	1.00	0.83	0.79	0.78	0.47	0.47	0.47
seq_5091	1.00	0.10	0.08	0.04	0.03	0.01	0.01
seq_5090	1.00	0.94	0.15	0.09	0.09	0.09	0.09
seq_5089	1.00	1.00	1.00	0.97	0.84	0.35	0.16
seq_5093	1.00	0.95	0.28	0.17	0.16	0.05	0.05
seq_5094	1.00	0.95	0.61	0.55	0.42	0.22	0.09
seq_5092	1.00	0.79	0.79	0.56	0.12	0.12	0.11
seq_5098	1.00	0.93	0.93	0.69	0.46	0.17	0.05
seq_5095	1.00	0.69	0.35	0.29	0.20	0.05	0.05
seq_5099	1.00	0.94	0.48	0.16	0.16	0.16	0.11
seq_5101	1.00	0.96	0.22	0.13	0.08	0.05	0.02
seq_5102	1.00	0.92	0.19	0.01	0.01	0.01	0.01
seq_5103	1.00	0.74	0.18	0.14	0.01	0.01	0.01
seq_5104	1.00	0.78	0.64	0.13	0.03	0.03	0.03
seq_5107	1.00	1.00	1.00	0.98	0.90	0.60	0.60
seq_5106	1.00	0.94	0.94	0.89	0.44	0.40	0.40
seq_5100	1.00	1.00	1.00	0.93	0.64	0.26	0.26
seq_5110	1.00	0.25	0.19	0.16	0.16	0.06	0.03
seq_5108	1.00	0.62	0.09	0.08	0.02	0.02	0.02
seq_5112	1.00	0.95	0.44	0.25	0.05	0.05	0.01
seq_5114	1.00	0.72	0.44	0.22	0.22	0.22	0.22
seq_5115	1.00	0.71	0.68	0.53	0.43	0.41	0.41
seq_5113	1.00	1.00	0.64	0.06	0.02	0.01	0.01
seq_5116	1.00	0.95	0.92	0.88	0.40	0.24	0.02
seq_5118	1.00	0.45	0.44	0.18	0.03	0.01	0.01
seq_5119	1.00	0.18	0.15	0.07	0.01	0.01	0.01
seq_5120	1.00	0.91	0.02	0.01	0.01	0.01	0.01
seq_5122	1.00	0.98	0.53	0.10	0.10	0.10	0.10
seq_5124	1.00	0.92	0.02	0.01	0.01	0.01	0.01
seq_5125	1.00	0.95	0.87	0.69	0.32	0.13	0.13
seq_5745	1.00	1.00	0.25	0.14	0.14	0.14	0.14
seq_1245	1.00	0.97	0.18	0.09	0.09	0.09	0.09
seq_1249	1.00	0.61	0.61	0.15	0.07	0.05	0.04
seq_1605	1.00	0.91	0.43	0.35	0.35	0.35	0.05
seq_5123	1.00	1.00	1.00	1.00	1.00	1.00	0.75
seq_5126	1.00	1.00	0.86	0.55	0.55	0.55	0.44
seq_2003	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5128	0	NA	NA	NA	NA	NA	NA
seq_5127	1.00	0.98	0.57	0.16	0.09	0.09	0.09
seq_5129	1.00	1.00	0.77	0.32	0.32	0.32	0.07
seq_5132	1.00	0.68	0.53	0.04	0.02	0.02	0.02
seq_5131	1.00	0.03	0.02	0.02	0.02	0.02	0.02
seq_5133	1.00	0.94	0.04	0.03	0.03	0.03	0.01
seq_5134	1.00	0.95	0.28	0.14	0.14	0.14	0.14
seq_5135	1.00	0.15	0.15	0.12	0.12	0.12	0.12
seq_5136	1.00	0.49	0.47	0.27	0.12	0.12	0.01
seq_5138	1.00	0.83	0.13	0.08	0.08	0.08	0.04
seq_5140	0	NA	NA	NA	NA	NA	NA
seq_5141	1.00	1.00	1.00	0.98	0.98	0.94	0.91
seq_5142	1.00	0.74	0.39	0.05	0.04	0.04	0.04
seq_5137	1.00	0.80	0.73	0.04	0.01	0.01	0.01
seq_5145	1.00	0.96	0.21	0.17	0.03	0.03	0.03
seq_5146	1.00	0.12	0.01	0.01	0.01	0.01	0.01
seq_5149	1.00	0.98	0.85	0.36	0.22	0.12	0.12
seq_5150	1.00	1.00	0.31	0.25	0.14	0.14	0.14
seq_5151	1.00	1.00	0.74	0.39	0.05	0.05	0.03
seq_5152	1.00	0.95	0.35	0.26	0.26	0.26	0.24
seq_5154	1.00	0.94	0.41	0.18	0.18	0.17	0.17
seq_5153	1.00	0.09	0.09	0.04	0.01	0.01	0.01
seq_5156	1.00	0.99	0.91	0.38	0.08	0.06	0.06
seq_5157	1.00	0.80	0.26	0.06	0.02	0.02	0.02
seq_5159	1.00	0.70	0.70	0.18	0.18	0.11	0.11
seq_5160	1.00	0.65	0.14	0.05	0.04	0.02	0.01
seq_5161	1.00	1.00	0.31	0.16	0.16	0.16	0.16
seq_5162	1.00	0.37	0.32	0.20	0.02	0.02	0.02
seq_5166	1.00	1.00	0.56	0.46	0.46	0.46	0.46
seq_5164	1.00	0.99	0.39	0.07	0.06	0.06	0.06
seq_5163	1.00	0.44	0.34	0.04	0.01	0.01	0.01
seq_5167	1.00	1.00	0.82	0.25	0.25	0.25	0.25
seq_1086	1.00	0.90	0.83	0.16	0.07	0.06	0.06
seq_2017	0	NA	NA	NA	NA	NA	NA
seq_5168	1.00	0.71	0.61	0.06	0.01	0.01	0.01
seq_5398	1.00	0.07	0.03	0.01	0.01	0.01	0.01
seq_5169	1.00	0.96	0.18	0.12	0.11	0.03	0.03
seq_2005	1.00	1.00	1.00	1.00	1.00	1.00	0.12
seq_2006	1.00	0.91	0.57	0.06	0.03	0.03	0.03
seq_2010	1.00	1.00	1.00	1.00	1.00	1.00	0.94
seq_5172	1.00	1.00	1.00	1.00	0.98	0.95	0.28
seq_5170	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5171	1.00	0.70	0.69	0.09	0.08	0.04	0.04
seq_5173	1.00	1.00	1.00	1.00	1.00	0.96	0.14
seq_5175	1.00	1.00	0.83	0.69	0.67	0.67	0.67
seq_5174	1.00	1.00	0.99	0.92	0.78	0.78	0.75
seq_5177	1.00	0.12	0.12	0.04	0.01	0.01	0.01
seq_5176	1.00	0.25	0.25	0.01	0.01	0.01	0.01
seq_5178	0	NA	NA	NA	NA	NA	NA
seq_5180	1.00	0.97	0.83	0.24	0.18	0.18	0.13
seq_5183	1.00	0.34	0.34	0.07	0.07	0.01	0.01
seq_5185	1.00	1.00	0.30	0.10	0.08	0.08	0.03
seq_5186	1.00	0.81	0.71	0.25	0.04	0.01	0.01
seq_5187	1.00	0.98	0.35	0.22	0.03	0.03	0.03
seq_5191	1.00	0.96	0.52	0.31	0.21	0.16	0.16
seq_5190	1.00	0.26	0.26	0.06	0.01	0.01	0.01
seq_5189	1.00	0.53	0.44	0.11	0.04	0.01	0.01
seq_5192	1.00	0.96	0.58	0.11	0.06	0.05	0.04
seq_5193	1.00	0.08	0.05	0.05	0.03	0.03	0.02
seq_5194	1.00	0.79	0.30	0.29	0.29	0.29	0.29
seq_5195	1.00	0.88	0.62	0.09	0.09	0.05	0.05
seq_5197	1.00	0.93	0.30	0.14	0.09	0.08	0.05
seq_5199	1.00	0.97	0.43	0.34	0.33	0.33	0.33
seq_5202	1.00	1.00	0.82	0.36	0.36	0.36	0.36
seq_5200	1.00	0.13	0.12	0.01	0.01	0.01	0.01
seq_5203	1.00	0.80	0.05	0.05	0.05	0.05	0.05
seq_5204	1.00	0.49	0.12	0.12	0.12	0.12	0.04
seq_5206	1.00	0.98	0.76	0.71	0.37	0.37	0.37
seq_5208	1.00	0.71	0.22	0.03	0.03	0.03	0.03
seq_5205	1.00	0.13	0.13	0.12	0.05	0.04	0.01
seq_5209	1.00	0.52	0.52	0.17	0.10	0.09	0.09
seq_5211	1.00	0.94	0.35	0.23	0.23	0.23	0.23
seq_5212	1.00	1.00	0.92	0.39	0.39	0.39	0.12
seq_5213	1.00	0.94	0.24	0.07	0.03	0.02	0.02
seq_5215	1.00	0.95	0.91	0.25	0.12	0.10	0.10
seq_5356	1.00	0.90	0.32	0.15	0.15	0.08	0.08
seq_5216	1.00	0.55	0.55	0.10	0.07	0.07	0.01
seq_0715	1.00	0.38	0.25	0.06	0.01	0.01	0.01
seq_1758	1.00	1.00	0.87	0.54	0.34	0.28	0.28
seq_1356	1.00	0.04	0.01	0.01	0.01	0.01	0.01
seq_1767	1.00	0.99	0.72	0.63	0.11	0.11	0.11
